text,label
"Neste sector, isto é largamente considerado um golpe desleal feio contra a indústria britânica dos charutos.",por
Ele tem em torno de quarenta anos.,por
Agora são 7h45.,por
Ali as flores e as folhas cantavam as mais belas melodias que ele aprendera na infância.,por
Tenho certeza de que isso não é dela.,por
Era uma manhã perfeita.,por
Dedico esta canção a ti.,por
Nós devemos aproveitar o máximo da energia solar.,por
Tenho de ver se eles estão bem.,por
Está chovendo demais!,por
O Tom sabia exatamente o que a Mary queria.,por
Eu não preciso fazer isso aqui.,por
Ainda penso em chamá-la para sair.,por
Tom viu Maria enquanto voltava para casa.,por
Pensava em mim?,por
O ficheiro foi enviado.,por
Quero que isso seja seu.,por
Tom colocou a carteira na mesa.,por
Poderíamos falar convosco?,por
Eu ficarei feliz quando acabar.,por
O senhor aceitou os presentes.,por
Eles cantam.,por
Você pode levantar esta perna?,por
"Depois de tomar posse como presidente da câmara de Raigarh na quarta-feira, Kinnar — usando um sari branco e batom rosa, com um grande bindi vermelho a decorar a testa — foi recebida por apoiantes aplaudentes que colocaram guirlandas de tagetes à volta do seu pescoço, conforme mostraram gravações televisivas.",por
A minha mãe sempre está elegante.,por
Meu tio vai ficar conosco esta semana.,por
O prejuízo foi estimado em meio milhão de dólares.,por
Isso é algo que temos que trabalhar.,por
Vocês vivem me exigindo demais.,por
Eu irei à biblioteca com você amanhã.,por
Seja bem-vindo à família.,por
Isso é algo que Tom e Mary querem fazer?,por
"Quem perdoa não julga, não condena, e assim, perante Deus, procede bem. Mas se é mágoa de amor que te envenena, dela o teu coração será refém.",por
Maria dançava na floresta ao luar.,por
Ela assumiu as rédeas da situação.,por
Terá a Argélia ganho a sua batalha contra a pobreza extrema?,por
O canto é uma ocupação agradável.,por
O Tom deseja nunca mais ter que fazer isso de novo.,por
Fechei as portas.,por
"A cor não vai sair, mesmo lavando.",por
Você está fazendo isso por mim?,por
Tom fez uma carreira vertiginosa.,por
"Dizem que este homem faz milagres, que é capaz de curar as pessoas só de olhá-las.",por
Você tem certeza de que isso não é perigoso?,por
Eu me considero uma pessoa segura na web.,por
Todo mundo gosta muito de você.,por
Você é esperantista?,por
Posso dormir sobre uma árvore.,por
O meu país é longe do Japão.,por
De trás da porta vinham gritos abafados.,por
Tom não prestou nenhuma atenção a Mary.,por
Tom e Mary estavam olhando um para o outro.,por
Eu falo lituano.,por
Aquilo foi o ato de sua última vontade.,por
Não se esqueçam de fazer o trabalho de casa para a próxima aula.,por
O Tom está nos ajudando.,por
Eu gostaria de acreditar que aprendemos com nossos erros.,por
Há muitos vídeos de má qualidade no YouTube.,por
"Suponho que nós estamos fazendo um ótimo trabalho, já que ninguém reclamou.",por
Cada cabeça é um mundo inteiro.,por
É melhor você contar tudo ao Tom.,por
O plano foi aprovado em sua totalidade.,por
Tom disse a Maria que ela não aparentava estar cansada.,por
Eu não sou um grande fã de filmes de terror.,por
Isso é uma coisa que tenho que resolver sozinho.,por
Estamos sem patrocínio.,por
Os pássaros constroem ninhos.,por
Não estava ninguém lá.,por
Nós desculpamos.,por
"E por que estrangeiros conhecem melhor nossas leis do que funcionários do OVIR, - questiono a vocês.",por
Ela vive em Nova York.,por
"Não acredito em sonhos de mulher, nem muito menos em seus juramentos.",por
"Numa curva da estrada, sob as árvores da floresta com arbustos em redor, ele parou subitamente, como um naturalista poderia parar com o pé meio levantado junto a um bosque denso onde uma espécie desconhecida de pássaro cantava - um pássaro juvenil que acabava de encontrar as suas notas.",por
Eu decidi ficar por mais alguns dias.,por
A Mary não é tão confiável como costumava ser.,por
Como vocês chamam isso?,por
Ele disse que eu nem deveria vir hoje.,por
Alguém viu o meu headphone?,por
Que chatice!,por
Ele acha muito difícil passar um dia sem cigarros.,por
Há muitas pessoas na praça.,por
Como vocês sabiam que eu era canadense?,por
Acho que todos nós sabemos disso.,por
Eles dilapidaram a fortuna herdada do pai.,por
Dá-me os arquivos.,por
"Deus disse a Abraão: Quanto a ti, observarás a minha aliança, tu e tua raça depois de ti, de geração em geração.",por
"É verdade que com muitos aderentes ele se correspondia pessoalmente. Mas, porque, na maioria das vezes, tinha de repetir-se sobre os mesmos assuntos, ele dava respostas coletivamente por meio de um folheto.",por
Alguém esteve aqui enquanto eu estava fora?,por
O quadro está em preto e branco.,por
Não posso concordar com você.,por
O que vocês realmente pensam?,por
Tom era bastante criativo.,por
Não deixe os rumores te enganarem.,por
"""Posso te ajudar com a louça?"" ""Considerando o prato e as duas taças que você quebrou ontem, talvez não seja uma boa ideia.""",por
Maria ergue o espelho.,por
É muito difícil lembrar o nome dele.,por
Essa sua opinião está correta.,por
"Não se pode ser bem sucedido, sem ser trabalhador.",por
Mantenha a porta trancada.,por
Duvido que a gente esteja indo na direção certa.,por
Talvez da próxima vez.,por
A nota entristeceu-me deveras.,por
Precisamos chamar um encanador.,por
Eu o estou supondo.,por
Nunca mais estive na casa das minhas irmãs.,por
Gosto do meu café sem açúcar.,por
Sem a tua ajuda ele teria fracassado.,por
Este é o povoado onde nasceu meu pai.,por
"Eu nasci em Boston, mas cresci em Chicago.",por
Eu sei de onde ele é.,por
Ele não vai lá.,por
"Eu queria poder te contar tudo, mas eu não posso.",por
Esqueçamos o que aconteceu ontem à noite.,por
Isso não está bom.,por
Quem desapareceu?,por
Eu mal consigo acreditar naquilo.,por
Há algum médico a bordo?,por
Tom poderia fazer isso para nós.,por
Eu vou chamá-lo de Tom.,por
Você está grávida de quantos meses?,por
Por que você tem medo?,por
Ninguém sabe o que fazer.,por
Estou farto de comer bolo-rei.,por
Eu gostaria de perguntar se você pode revelar um pouco mais sobre aquela reunião.,por
Veja o que fez.,por
Não gostei da história que Tom nos contou.,por
Eu queria ter prestado atenção nesse detalhe.,por
Escrevi uma carta em inglês.,por
Futebol é muito popular na Espanha.,por
Eu gostaria de ver este filme.,por
Ainda estou esperando que Tom faça isso.,por
Parece que vai chover hoje.,por
"Ao contrário de ontem, hoje não está nem um pouco quente.",por
Nós estamos nos enganando.,por
O Tom tem se demitido.,por
Fizeram dele uma mera marionete.,por
Tom não vai ficar feliz.,por
Eu nunca percebi o quanto o Tom gostava da Mary.,por
Nós escutamos a porta fechar.,por
Ele disse à mãe que estudaria no dia seguinte.,por
Pergunte sobre isso para o Tom.,por
Eu não sei pronunciar aquele nome.,por
"Em minha opinião, isso não é proibido.",por
O dia está agradável para um piquenique.,por
Traga-me leite.,por
Tudo bem às nove?,por
Nunca mais vos falo dos meus genros.,por
Você foi fantástico.,por
Quantas horas por semana tu jogas jogos?,por
Isso não foi inteligente.,por
São assuntos que precisamos discutir.,por
Sírio é uma das 27 estrelas na bandeira do Brasil.,por
Esses são meus amigos. Seus nomes são Tom e Maria.,por
Fui eu quem fez isso.,por
Existem cerca de 20.000 castelos na Alemanha.,por
Tom não está com pressa.,por
Sami está indo embora.,por
Tenho problemas com a física.,por
"Nós vamos trabalhar, e as crianças ficam sozinhas?",por
Tom não se machucou na luta.,por
O governo divulgou algumas fotos do período da ditadura militar.,por
Eu fui direto para casa.,por
"A equipa relatou que o arroz basmáti geneticamente modificado era capaz de sobreviver em solos salgados, a baixas temperaturas e durante períodos de seca.",por
Eles não tiveram cuidado ao atravessar o viaduto.,por
Tom não conseguiu achar seus sapatos.,por
Ela nunca me perdoou por isso.,por
Quanto tempo um urso dorme?,por
Tom não precisa ir até Boston.,por
Eu não entendo por que tudo isso é necessário.,por
"Parabéns pelo aniversário, meu bisneto, meu príncipe querido! Tens apenas 13 anos, desabrochas para a vida, que teu ser privilegiado sabe converter em primorosa canção. Deus te abençoe e proteja.",por
"Que bom que está feliz, Tom.",por
Não me faltam oportunidades para escutar boa música.,por
Eu quero que você ouça.,por
Isto não é seu.,por
Ei au votat pentru a crea un comitet.,ron
Liliacul mănâncă fluturele.,ron
Mi-a răspuns cu un surâs.,ron
Trei seturi de prosoape erau stivuite pe un perete.,ron
Bătălia a ținut o săptămână.,ron
Câțiva membri ai comisiei au votat împotrivă.,ron
Nu mă puteam opri din râs.,ron
Poți folosi dicționarul meu.,ron
Mi-a povestit tot felul de lucruri despre tine.,ron
"Cu capul lor alb și o anvergură a aripilor cuprinsă între 2 și 2,5 metri, vulturii comuni nord-americani sunt inconfundabili.",ron
S-ar putea să se întâmple înca o dată așa ceva?,ron
Când o să se întoarcă?,ron
Fac progrese.,ron
Tatăl lui Tom l-a renegat.,ron
Poate am adormit.,ron
Pune-o într-o pungă de hârtie maro.,ron
Prețul era de doar trei mii de yeni sau aproximativ treizeci de dolari.,ron
Ți-a plăcut această carte?,ron
E un preparat tipic unguresc.,ron
A renunţat la visul de a fi pilot.,ron
Mi-ar plăcea ceva de băut.,ron
Gemul vine în borcane.,ron
Tribul sioux a cerut guvernului să aplice tratatul.,ron
M-ai sunat azi-noapte?,ron
Îmi fac griji despre viitor.,ron
Sunt sigură că nu l-am văzut niciodată.,ron
El are propria sa cameră.,ron
Am un telefon nou.,ron
Tom este dentist acum.,ron
Poți explica de ce nu ți-a plăcut de ea?,ron
"Săptămâna asta, trei zile la rând, m-am uitat la filme străine de acțiune cu mașini, cu subtitrări.",ron
Vrei o ieșire în seara asta?,ron
Aștept cu nerăbdare.,ron
Ne poate duce cineva?,ron
Nu aș accepta această mită.,ron
Iubește ca și cum nu ai suferit niciodată.,ron
Mary și-a pierdut ochelarii.,ron
Toate luminile în clădire s-au stins.,ron
"Haide, joacă-te cu mine, sunt atât de plictisit!",ron
Tom s-a decis să nu vină cu noi.,ron
Vom întârzia din nou.,ron
El e la fel ca întotdeauna.,ron
Patru metri din acest material costă nouă franci; deci doi metri costă patru franci și jumătate.,ron
Ce sunt ei?,ron
"Amândoi, Tom și Maria, vor să mănânce friptură la cină.",ron
"Uite, când îți va ajunge cuțitul la os, nu mă îndoiesc că vei juca cum îți va cânta.",ron
Unchiul meu deține o fermă în sat.,ron
Chiar se potrivește la fix.,ron
Ken nu a fost aici de astă dimineață.,ron
Nici o problemă!,ron
Este adevărat?,ron
A schiţat un zâmbet.,ron
"Voi înnota peste ocean, numai să-ți văd zâmbetul pe buze.",ron
Tom nu este popular.,ron
Ai un creion?,ron
Trebuie să recunosc că sunt interesat.,ron
Sistemul funcționează.,ron
"În acest an voi studia suedeză, olandeză, română și sârbă.",ron
Ești sigur că nu putem repara această cameră foto?,ron
Asta este ceea ce vreau să faci.,ron
Vreau să știu pe cine nu ați plătit încă.,ron
De abia îmi amintesc de ei.,ron
Vreau sa calmez durerea lui Tom.,ron
Ia-l de aici.,ron
Tom nu s-a întors încă.,ron
Ieri am fost la Boston.,ron
Tom a învățat multe de la Mary.,ron
Mary vrea ca eu să merg cu ea?,ron
Să sperăm că ne lasă în pace.,ron
Uleiul este scump.,ron
"Tabloul arată foarte bine, dar l-ai atârnat un pic strâmb.",ron
Eu sunt șomer.,ron
"Taci din gură, prostule!",ron
Nu deschide fereastra!,ron
"Cancerul poate fi vindecat ușor, dacă este depistat în faza inițială.",ron
Uneori el poate fi un tip ciudat.,ron
Cina este o masă simplă.,ron
Multe romane fantastice descriu lumi cu două luni.,ron
Poliția a luat măsuri imediate pentru a face față revoltei.,ron
Cum m-ai găsit?,ron
Nu știu exact unde sunt.,ron
Tu ești responsabil pentru accidentul acesta.,ron
Tom era de neînvins.,ron
Trebuie să fim responsabili.,ron
Când s-a întors el?,ron
Te voi însoți.,ron
Acestea sunt minunate.,ron
Totul merge strună.,ron
Semnați asta.,ron
Aici nu este așa de frig ca în Alaska.,ron
Nu aruncați aceste documente la gunoi!,ron
Universitatea Harvard a fost fondată în 1636.,ron
Fă-te comod.,ron
Asta este una din sarcinile mele zilnice.,ron
"Da, vreau ca tu să o faci.",ron
Nu pot să cred cât de frumoasă ești.,ron
Sunt serios.,ron
Vrei să-mi spui ce te deranjează?,ron
Ambulanța a sosit repede.,ron
Tom a luat banii de pe masă.,ron
Nu mâncați în timpul lecției.,ron
Toată lumea în afară de Tom a fost prezentă.,ron
L-am ajutat în afacerea lui.,ron
Și-a câștigat existența ca inginer.,ron
Disprețuiesc omogenitatea lingvistică.,ron
Plănuiam să fac asta.,ron
Mai bine mor decât să o fac.,ron
Plănuim să avem o petrecere pentru ziua de naștere a lui Tom.,ron
Nu ajung.,ron
Suntem aproape lefteri.,ron
"Abdomenul îi este fildeş lustruit, încrustat cu safire.",ron
Îți cunosc energia și capacitatea de muncă.,ron
De ce vorbești așa de încet?,ron
Cineva a fost în casă.,ron
Am să încerc asta.,ron
El este profesorul meu.,ron
Tom este cam de aceeași înălțime ca și tine.,ron
Tom a decis să-i cumpere lui Mary ceva special de ziua ei.,ron
Nu mai pot!,ron
"Marina este din Rusia, iar Clarissa este din Suedia.",ron
Tom și Mary își fac griji în legătură cu John.,ron
Ne-am distrat mult azi.,ron
Sper c-o să-ți placă.,ron
Toate pisicile visează la șoareci.,ron
A fost o muncă istovitoare.,ron
Lipsește un cuțit.,ron
Nici Tom nici Mary nu locuiește în Boston.,ron
Te rog.,ron
Cred că am dat de necaz cu nevastă-mea.,ron
Echipa de securitate a verificat mașina de explozibili.,ron
Nu știu ce vrei să spui.,ron
Este vreo șansă de recuperare?,ron
Mary a dat din cap și a plecat.,ron
"Atât Tom, cât și Mary sunt jurnaliști.",ron
Oțelul inoxidabil nu ruginește.,ron
Florile macului sunt roșii.,ron
Ei au fost împrăștiați în toate direcțiile.,ron
Casa stă de mai mulți ani pustie.,ron
Cine va plăti mecanicul?,ron
Credeam că lui Tom îi place acest gen de muzică.,ron
"Săptămâna trecută, parlamentul a aprobat noua lege.",ron
Puțin probabil că Tom se va căsători.,ron
Corpul uman obișnuit conține îndeajuns de multe oase încât să compună un întreg schelet uman.,ron
Totul este într-o stare de funcționare perfectă.,ron
De ce mă iubești?,ron
Eu nu vreau să mă întâlnesc cu dumneavoastră.,ron
Am avut grijă de el.,ron
Ea a vorbit în numele celor fără adăpost.,ron
Respectați această familie.,ron
Castelul de apă renumit al orașului se află în centru.,ron
Poate ai putea sa inveti cite ceva de la el.,ron
Purtarea sa a dezamăgit pe mulți dintre prietenii săi.,ron
Ce este mai important?,ron
Ce făcea acolo?,ron
"Cineva trebuie să-i fi spus ei, dar n-am fost eu.",ron
Eu merg ca un pinguin.,ron
Ține-o așa!,ron
Tom mă ajută adesea în grădină.,ron
Am prieteni aici.,ron
Unitatea face puterea.,ron
Mary spune că zgomotul nu o deranjează.,ron
Poți veni.,ron
Japonia este formată din insule vulcanice.,ron
Am avut o vacanță splendidă în Suedia.,ron
Ea nu ar fi fericită cu el.,ron
Sora mea nu are mașină.,ron
Dacă nu găsești nici un taxi o să te duc eu la aeroport.,ron
Mașina asta scoate o mie de șuruburi pe oră.,ron
Nu intra.,ron
Bătrânețea este ca o a doua copilărie.,ron
Nu sunt un specialist.,ron
Puțini studenți știu să citească în latină.,ron
Nu voi pierde.,ron
Tom a spus că era bine.,ron
Împacă-te cu tine însuți.,ron
Aceste lucruri nu sunt ale mele!,ron
Aeroportul este departe de oraș.,ron
Avionul s-a prăbușit.,ron
Mult aer proaspăt și exerciții fizice vă vor face bine.,ron
Haideți să începem!,ron
Eu beau suc de mere.,ron
"După ce am terminat aia, am luat prânzul.",ron
Am vorbit despre asta.,ron
Studiază cu aplicația.,ron
Care este cauza obișnuită pentru durere?,ron
Nu l-am văzut pe Tom de luni.,ron
Recunoaște că ai făcut o greșeală.,ron
Mary este fiica lui Tom.,ron
Tom a marcat punctul victoriei.,ron
S-ar putea să trăiesc mai mult decât tine.,ron
Tom nu fumează.,ron
Lui îi e frică de câine.,ron
Ți-am scris numele pe inima mea.,ron
Mă întreb ce citește.,ron
"Chiar aș vrea să vă ajut, dar am mâinile legate.",ron
Unde pot găsi un imam?,ron
Îmi place să merg în parc și să mă uit la copii distrându-se pe terenul de joacă.,ron
Ea a simțit că-și pierdea răbdarea.,ron
Trebuie să păstrăm tradițiile familiei.,ron
Am revenit.,ron
"Dacă plouă mâine, jocul va fi anulat.",ron
Îmi pare rău...,ron
Ei sunt mulțumiți de situația actuală.,ron
Prietenii noștri se bazează pe noi.,ron
Mi-am petrecut sfârșitul de săptămână cu prietenii.,ron
Ne-am dus să înotăm în mare.,ron
Care este adresa dumneavoastra de e-mail?,ron
Copilul s-a uitat cu ochi foarte tristi.,ron
A zâmbit îngăduitor.,ron
"Am cafea, ceai, apă şi suc de fructe proaspăt.",ron
Crezi că Tom va dori să meargă cu Mary?,ron
Să vorbim în engleză.,ron
E departe de aici?,ron
Soţia sa este franţuzoaică.,ron
Așa am cunoscut-o pe mama ta.,ron
"Daca nu m-ar fi ajutat ea, nu aș mai trăi acum.",ron
O voi afla eu pentru voi.,ron
Medicii și spitalele ar trebui să-i ajute pe toți.,ron
Ești îngrijorat de ceva?,ron
Am fost foarte furios.,ron
Am folosit lămâile pe care Tom mi le-a dat pentru a face limonadă.,ron
Tom nu ar fi trebuit să vină aici.,ron
Lăcustele săreau în jurul meu în timp ce alergam prin iarbă.,ron
Dan a crescut la un orfelinat.,ron
E una dintre regulile noastre.,ron
Înoți mult mai bine decât el.,ron
Suntem foarte interesați.,ron
Vrei puțină prăjitură?,ron
Ea este o fată foarte frumoasă.,ron
Am ajuns la un hotel în Roma.,ron
Părinți mei nu m-ar lăsa niciodată să mă duc în Australia singur.,ron
A închis uşa încet.,ron
Pot deja scrie caractere chinezești.,ron
Ea se scutură de gândul nedorit.,ron
Cum e?,ron
Nu vreau să cred asta. Refuz să cred!,ron
Nu vreau să îți creez vreo problemă.,ron
Mi-am uitat parola!,ron
"Când am sunat, el deja plecase.",ron
Aceasta este o idee rea.,ron
"Profesorul este nervos, așa că vă rog să nu faceți gălăgie în clasă!",ron
Mi-e teamă să nu fiu concediată.,ron
"În ciuda sărăciei, sunt fericit.",ron
Am ajutat-o pe mama cu gătitul.,ron
De ce crezi că Tom a fost absent astăzi?,ron
Totul este ușor când Dumnezeu aduce ajutor.,ron
El a încercat să se sinucidă de mai multe ori.,ron
Nu mai am nevoie de inimă.,ron
Este prietenul căruia i-am dat cheia.,ron
Dacă simptomele se înrăutățesc ar trebui să consulți un medic.,ron
Știi că ai haz?,ron
Mi-am lăsat umbrela lângă ușa din față.,ron
"Norul a trecut, iar soarele bate din nou.",ron
Spune-i ce simți.,ron
Ce v-a făcut să vă decideţi să lucrați pentru compania noastră?,ron
Cunoștințele sale lingvistice mă depășesc.,ron
Firma noastră e falită.,ron
Biletul este valid timp de o săptămână.,ron
Precizia este foarte importantă.,ron
El mi-a corectat manuscrisul.,ron
M-am apropiat de ușă.,ron
Să nu cumva să pleci.,ron
Mereu mă trezeam devreme când eram copil.,ron
"O tristețe în plus, o bucurie în minus... Și viața ne poartă cu indiferență.",ron
"Ori voi veni eu la ședință, ori Tom.",ron
"""Nu pot să-l zgârii pe stăpânul meu"", a spus pisica.",ron
Tom a spus că Maria va telefona.,ron
Este asta fără gluten?,ron
S-a supărat pentru că au schimbat canalul.,ron
Tom este sociabil.,ron
Ai luat cina?,ron
Nu este nevoie să plătiţi în numerar.,ron
E un mesaj pentru tine.,ron
Uraniul este utilizat în producția de energie nucleară.,ron
Acest lucru trebuie să fie făcut acum?,ron
Tom și-a adunat jucăriile.,ron
Nu mă pot decide ce casă să cumpăr.,ron
Pachetul este pregătit pentru expediere.,ron
Ai mâncat tot tortul?,ron
Închipuie-ţi că eşti in locul ei.,ron
Am crezut că ai spus că Tom și Mary sunt croitori.,ron
Tom nu cânta.,ron
Voi afla cum merge doctoria.,ron
"Când nu poți face ce vrei, faci ce poți.",ron
Vă uitați la știri?,ron
Mă duc la piață; ai nevoie de ceva?,ron
Nimeni nu ar fi putut să știe.,ron
Nu credeam că cineva putea să repare acest ceas.,ron
Mă sperie gândul că nu voi avea succes în viață.,ron
Aceea e maşina ta?,ron
Știa că nu va putea câștiga.,ron
Acest televizor e greu.,ron
Alergia la alune este cea mai tipică alergie la mâncare.,ron
"Purtam o tristețe, nu mă gândeam la o altă iubire când ai intrat în viața mea.",ron
El a plecat spre Hokkaido.,ron
M-am amuzat.,ron
Fii atent!,ron
Îți mulțumesc pentru efort.,ron
Femeia al cărei scaun scârție nu se mai mărită.,ron
Lui Tom nu-i place să fie singur.,ron
Apa este o sursă de viață.,ron
Opinia ta este similară cu a mea.,ron
Ce fac? Încerc să dorm!,ron
Mă gândesc serios la asta.,ron
Spune-mi de ce el a absentat.,ron
Ce să fac mai departe?,ron
Avioanele aterizează în aeroporturi.,ron
Tom este vecinul nostru.,ron
Tată-l tău purta un pulover ieri noapte?,ron
Tom era răsfățat.,ron
Trebuie să-mi ating scopul cu orice preț.,ron
Cenușa mai fumegă.,ron
Te respectăm.,ron
Tom și-a recunoscut greșelile.,ron
Acest motor funcționează perfect.,ron
Mary este o studentă promițătoare.,ron
Aceea sunt nori de ploaie.,ron
Nu poți intra.,ron
Mi-am petrecut toată ziua de ieri cu ea.,ron
Ați fost vreodată în Hawaii?,ron
Ea s-a dus cu fratele ei la grădina zoologică.,ron
Ai face bine să vii.,ron
Puteam vedea în depărtare luminile orașului.,ron
Am cumpărat flori.,ron
Maria și Peter se înțeleg bine.,ron
O companie anglo-franceză a investit zece dolari în repararea unui lighean.,ron
Învăț engleza pe cineva.,ron
Nu există zeu în afară de Dumnezeu; iar Mahomed este trimisul lui Dumnezeu.,ron
Nu poți fi serios.,ron
Îi vom opri.,ron
Ei au vederea proastă.,ron
Nu ți-am cerut nimic.,ron
I-am recunoscut.,ron
Mama mea e o foarte bună bucătăreasă.,ron
Tu ești ăla care a început bătaia.,ron
Oamenii din lume pledează întotdeauna pentru mai multă libertate și egalitate.,ron
Ei întotdeauna se ceartă.,ron
Ai un canal de Youtube?,ron
Trebuie să nu o faci acum.,ron
Îl voi vizita săptămâna viitoare.,ron
Trebuie să încetezi să faci lucruri care îl deranjează pe Tom.,ron
Ce întrebare absurdă!,ron
Ce frumos inel de logodnă!,ron
Grădina din jurul casei mele este frumoasă.,ron
Noul produs este disponibil pe piață.,ron
Încetează să te mai prefaci.,ron
"Tom nu o place pe Mary, dar eu o plac.",ron
"Dinții tăi sunt ca o turmă de oi tunse, proaspăt de la spălat: fiecare cu perechea lui, fără nicio pierdere.",ron
Ți-am spus să vii oricând îți convine.,ron
S-a așezat pe pat cu ochii deschiși.,ron
A început să plouă.,ron
În prima zi a lunii mai este o sărbătoare.,ron
Te rog să mă suni înainte de a veni.,ron
Tom nu era agitat.,ron
El a spus că avea mulți bani.,ron
Tom ia lecții de franceză.,ron
Orașul este format din două părți.,ron
Sper că vă bucurați de șederea dumneavoastră de aici.,ron
Am auzit că ai fost în Australia decurând.,ron
Cererea sa a stârnit o dezbatere care a ținut un an.,ron
Mă voi ocupa de asta.,ron
Am discutat problema pe larg.,ron
Și mâine e o zi.,ron
Toți trebuie să moară într-o zi.,ron
De ce ne plac lucrurile drăguțe?,ron
Râul s-a revărsat din cauza ploilor torențiale.,ron
Ursul are unul dintre cele mai ascuțite nasuri din regnul animal.,ron
Când se vor întoarce din vacanță?,ron
A fost înfricoșător. Aceasta nu este o țară obișnuită cu războiul.,ron
A cerut cineva să mă vadă?,ron
Incredibil!,ron
A trecut timpul.,ron
Masa de seară este o masă simplă.,ron
Mă bucur că n-am fost acolo.,ron
Tom a confirmat faptul că este destul de competitiv.,ron
"Tom te poate ajuta mai târziu, poate.",ron
Picnicul a fost o dezamăgitor.,ron
M-am dus la un concert cu Tom.,ron
Am în plan să fac asta singur.,ron
"Dă-te din calea mea, băiete.",ron
Optimismul este doar o lipsă de informaţie.,ron
Tom și Mary și-au pus pantofii noi.,ron
Lui Tom nu-i pasă ce face Mary.,ron
Bărbații sunt niște porci.,ron
"""Vrei să devii un milionar?"" ""Cine nu vrea așa ceva?""",ron
Tom este singur în bucătărie.,ron
De ce mă pierd tot timpul?,ron
Tom mă ajută la conjugarea verbelor.,ron
Ea era mulțumită cu noua ei rochie.,ron
Televizorul e plictisitor astăzi.,ron
Ai vrea să te alături echipei noastre?,ron
Niciun semn nu a indicat că va ploua.,ron
Tom le-a spus tuturor ce a făcut.,ron
Tom a apucat stingătorul și a alergat spre flăcări.,ron
"Mama ta este atât de grasă încât, când e în oraș, Roma are opt dealuri.",ron
Nu vom începe până nu vine Tom.,ron
Are o față ca de înmormântare.,ron
Ne-am întors.,ron
Ia două aspirine.,ron
Tom a luat o mână de popcorn din castron.,ron
El are o inimă slăbită.,ron
"Regele nu știa că femeia pe care o ținea în brațe nu era draga lui soție, ci o vrăjitoare rea.",ron
Copiii s-au jucat cu un vălătuc de hârtie în curte.,ron
Sunt inginer.,ron
Ce limbă vorbiți acasă?,ron
Mișto!,ron
Poți explica de ce nu îți place de ea?,ron
Trebuie să explici rezultatul.,ron
Acesta este un dezastru ecologic major.,ron
Ceva trebuie să se fi întâmplat cu el pe drum.,ron
Am mâncat tăieței verzi și am băut sidru de mere.,ron
Asta vor Tom și Mary.,ron
Lui Tom nu-i plac oamenii care fumează în locurile unde fumatul este interzis.,ron
Mai dați-mi o șansă.,ron
Trăim într-o societate civilizată.,ron
Ceașca e plină cu apă.,ron
Eu voi merge.,ron
Nu te panica!,ron
Casa mea este aproape de parc.,ron
Ei sunt plătiți la zi.,ron
Am mâncat caviar.,ron
Nu pot să înțeleg cum a făcut Tom asta.,ron
Tom a acceptat oferta lor de muncă.,ron
Un model nou nu trebuie neapărat să fie mai bun decât cel dinainte.,ron
Felul în care o persoană privește lucrurile depinde de situația sa.,ron
Cererea creează oferta.,ron
Mi-am închipuit că-ți va plăcea filmul acesta.,ron
La acea vreme taxele erau mari pentru multe produse.,ron
Lui Tom nu-i place anotimpul ploios.,ron
Iepuraşii sunt atât de drăguţi!,ron
"Dacă ți-ar plăcea, te-aș asculta.",ron
Unde este cutia poștală?,ron
Lista participanților este următoarea:,ron
Ea nu vrea să se implice.,ron
"Pentru mine, dintre cele trei mișcări ale simfoniei, cea de-a doua este cea mai melodică și mai frumoasă.",ron
El a sosit din timp.,ron
Cât de proști suntem?,ron
Trebuie să obțin un pașaport.,ron
Fusesem avertizată să nu fac asta.,ron
Mă voi îmbrăca.,ron
Ea a fost dezamăgită în dragoste.,ron
Muzica s-a oprit brusc.,ron
Ce zici de mâine seară la nouă?,ron
"Nu te îngrijora prea mult, o, traducător credincios, despre traducerea cuvânt cu cuvânt.",ron
A fost înmormântat în acest cimitir.,ron
Sunt la pensie de trei ani.,ron
Nu știu cât timp avem.,ron
Întotdeauna întârzie.,ron
Cum?,ron
Nici bucuria nici durerea nu poate dura până la nesfârșit.,ron
Am vorbit cu profesoara mea.,ron
"Când mașina este din nou în stare bună, putem continua călătoria.",ron
Tom nu pare capabil să rezolve problema.,ron
El a fost forțat să-i ajute pe hoți.,ron
Nu vreau să mă leg de o singură companie.,ron
Unul dintre voi ar trebui să îl ajute pe Tom.,ron
Vizitează-mă din când în când.,ron
Știai că Tom va refuza să facă asta?,ron
El e foarte cunoscut în țara noastră.,ron
A fost minunat să te cunosc în viața reală!,ron
Poți să ne leși un moment?,ron
N-am nici cea mai mică idee.,ron
Soldații s-au întors pe câmpul de bătaie pentru a continua lupta.,ron
Am adus prăjituri.,ron
"Mireasa, însoțită de tovarășii ei, îl așteaptă pe mire și, la sosirea lui, amândoi își declară dragostea unul față de celălalt, atât de mult încât mireasa, copleșită de pasiune, intră în extaz.",ron
Nu știu ce m-aș face fără tine.,ron
Tom adoră să încerce lucruri noi.,ron
Vreau să știu mai multe despre țara ta.,ron
Noroc! Sănătate!,ron
Cererea de bunuri de lux a crescut constant în ultimele luni.,ron
Nu arunca pietre în râu.,ron
Nu a fost răsfățat de viață.,ron
Crezi că mă suspectează?,ron
El nu e capabil să-și întrețină familia.,ron
Carnea este ieftină.,ron
Sami nu ascultă pe nimeni.,ron
Van Gogh chiar și-a tăiat una din urechi?,ron
Fiul meu!,ron
Portofelul meu este maro.,ron
